ORIGIN,DEST,AIR_TIME,ELAPSED_TIME
AMA,IAH,79.16379310344827,103.85344827586206
AMA,LAS,108.24657534246575,124.12328767123287
AMA,PHX,98.9,135.5
ANC,ADK,166.8181818181818,185.72727272727272
ANC,ADQ,42.81730769230769,59.87820512820513
ANC,AKN,48.775510204081634,65.20408163265306
ANC,ATL,384.1212121212121,406.45454545454544
ANC,BET,60.40221402214022,77.62361623616236
ANC,BLI,165.5,183.5
ANC,BRW,97.1625,115.2125
ANC,CDB,89.75,116.125
ANC,CDV,33.26543209876543,52.623456790123456
ANC,DEN,280.23333333333335,302.50555555555553
ANC,DFW,352.4,378.07142857142856
ANC,DLG,54.0,71.4639175257732
ANC,DTW,337.0,357.5
ANC,EWR,383.11764705882354,409.3529411764706
ANC,FAI,42.26387176325524,59.7324290998767
ANC,HNL,342.45544554455444,366.63366336633663
ANC,IAH,374.85,396.3
ANC,JFK,390.75,415.25
ANC,JNU,78.89178356713427,98.22645290581163
ANC,KOA,346.14285714285717,371.10714285714283
ANC,LAS,276.9259259259259,301.3703703703704
ANC,LAX,282.1870503597122,308.61870503597123
ANC,MSP,289.0983606557377,309.4549180327869
ANC,OGG,348.02941176470586,376.4117647058824
ANC,OME,76.24890829694323,95.1528384279476
ANC,ORD,335.2910447761194,366.7574626865672
ANC,OTZ,77.31288343558282,95.36196319018404
ANC,PAE,172.5,189.0
ANC,PDX,189.59636363636363,209.54545454545453
ANC,PHX,302.6551724137931,325.3448275862069
ANC,SCC,84.96137339055794,103.3519313304721
ANC,SEA,178.60911270983215,203.66700924974307
ANC,SFO,251.47727272727272,271.09090909090907
ANC,SLC,245.29166666666666,266.6041666666667
APN,CIU,24.666666666666668,40.666666666666664
APN,DTW,39.53266331658291,59.120603015075375
APN,PLN,19.333333333333332,37.61538461538461
ART,PHL,55.214285714285715,79.78571428571429
ASE,ATL,161.07142857142858,191.67857142857142
ASE,AUS,111.375,141.6875
ASE,DEN,31.62750333778371,63.634178905206944
ASE,DFW,99.01730103806229,131.01384083044982
ASE,IAH,125.97872340425532,157.11347517730496
ASE,LAX,106.58333333333333,135.07666666666665
ASE,MSP,108.5,126.0
ASE,MTJ,19.0,32.5
ASE,ORD,132.36434108527132,166.20542635658916
ASE,PHX,80.5,104.88888888888889
ASE,SFO,119.92134831460675,144.41573033707866
ASE,SLC,50.97560975609756,76.29268292682927
ASE,SNA,104.2,130.2
ATL,ABE,95.36705202312139,117.53468208092485
ATL,ABQ,173.875,195.5921052631579
ATL,ABY,31.211586901763223,52.14357682619647
ATL,ACY,90.02272727272727,109.18181818181819
ATL,AEX,79.13163972286374,99.91454965357968
ATL,AGS,30.228786251342644,51.33190118152524
ATL,ALB,109.44318181818181,130.0596590909091
ATL,ANC,424.375,448.475
ATL,ASE,205.59375,230.59375
ATL,ATW,106.52534562211981,126.03225806451613
ATL,AUS,118.21895861148198,139.78437917222965
ATL,AVL,33.75456621004566,52.86529680365297
ATL,AVP,95.61111111111111,114.52777777777777
